	Representative	Member	ClusterSize	PhageID	ProteinID	Status	Function
1643	NC_001895.1_prot_NP_046770.1_15_unknown_Conjugal_transfer_protein	NC_001895.1_prot_NP_046770.1_15_unknown_Conjugal_transfer_protein	1	NC001895.1	NP046770.1_15	unknown	Conjugal_transfer_protein
1681	MZ501100.1_prot_QXV83971.1_236_unknown_Trypanosome_variant_surface_glycoprotein_A-type_N-terminal_domain-containing_protein	MZ501100.1_prot_QXV83971.1_236_unknown_Trypanosome_variant_surface_glycoprotein_A-type_N-terminal_domain-containing_protein	1	MZ501100.1	QXV83971.1236	unknown	Trypanosome_variant_surface_glycoprotein_A-type_N-terminal_domain-containing_protein
1682	MZ501100.1_prot_QXV83981.1_246_unknown_SPOR_domain-containing_protein	MZ501100.1_prot_QXV83981.1_246_unknown_SPOR_domain-containing_protein	1	MZ501100.1	QXV83981.1246	unknown	SPOR_domain-containing_protein
1683	MZ501100.1_prot_QXV83983.1_248_unknown_ABC_transport_system_ATP-binding_protein	MZ501100.1_prot_QXV83983.1_248_unknown_ABC_transport_system_ATP-binding_protein	1	MZ501100.1	QXV83983.1248	unknown	ABC_transport_system_ATP-binding_protein
1684	MZ501100.1_prot_QXV83987.1_252_unknown_Os07g0122100_protein	MZ501100.1_prot_QXV83987.1_252_unknown_Os07g0122100_protein	1	MZ501100.1	QXV83987.1252	unknown	Os07g0122100_protein
1687	MZ501100.1_prot_QXV83994.1_259_unknown_Uncharacterized_protein	MZ501100.1_prot_QXV83994.1_259_unknown_Uncharacterized_protein	1	MZ501100.1	QXV83994.1259	unknown	Uncharacterized_protein
1688	MZ501100.1_prot_QXV83995.1_260_unknown_Ubiquitin-like-conjugating_enzyme_ATG10	MZ501100.1_prot_QXV83995.1_260_unknown_Ubiquitin-like-conjugating_enzyme_ATG10	1	MZ501100.1	QXV83995.1260	unknown	Ubiquitin-like-conjugating_enzyme_ATG10
1703	MZ501101.1_prot_QXV84064.1_65_unknown_ER_membrane_protein_complex_subunit_6	MZ501101.1_prot_QXV84064.1_65_unknown_ER_membrane_protein_complex_subunit_6	1	MZ501101.1	QXV84064.165	unknown	ER_membrane_protein_complex_subunit_6
1704	MZ501101.1_prot_QXV84068.1_69_unknown_WAT1-related_protein	MZ501101.1_prot_QXV84068.1_69_unknown_WAT1-related_protein	1	MZ501101.1	QXV84068.169	unknown	WAT1-related_protein
1712	MZ501102.1_prot_QXV84122.1_43_unknown_Os07g0121100_protein	MZ501102.1_prot_QXV84122.1_43_unknown_Os07g0121100_protein	1	MZ501102.1	QXV84122.143	unknown	Os07g0121100_protein
1718	MZ501103.1_prot_QXV84344.1_40_unknown_TOTE_conflict_system_primase_domain-containing_protein	MZ501103.1_prot_QXV84344.1_40_unknown_TOTE_conflict_system_primase_domain-containing_protein	1	MZ501103.1	QXV84344.140	unknown	TOTE_conflict_system_primase_domain-containing_protein
1719	MZ501103.1_prot_QXV84353.1_49_unknown_Structural_maintenance_of_chromosomes_protein	MZ501103.1_prot_QXV84353.1_49_unknown_Structural_maintenance_of_chromosomes_protein	1	MZ501103.1	QXV84353.149	unknown	Structural_maintenance_of_chromosomes_protein
1721	MZ501103.1_prot_QXV84356.1_52_unknown_PTS_family_sugar_specific_enzyme_III_for_cellobiose,_arbutin,_and_salicin	MZ501103.1_prot_QXV84356.1_52_unknown_PTS_family_sugar_specific_enzyme_III_for_cellobiose,_arbutin,_and_salicin	1	MZ501103.1	QXV84356.152	unknown	PTS_family_sugar_specific_enzyme_III_for_cellobiose,_arbutin,_and_salicin
1730	MZ501103.1_prot_QXV84389.1_85_unknown_Exodeoxyribonuclease_7_small_subunit	MZ501103.1_prot_QXV84389.1_85_unknown_Exodeoxyribonuclease_7_small_subunit	1	MZ501103.1	QXV84389.185	unknown	Exodeoxyribonuclease_7_small_subunit
1731	MZ501103.1_prot_QXV84391.1_87_unknown_Uncharacterized_protein	MZ501103.1_prot_QXV84391.1_87_unknown_Uncharacterized_protein	1	MZ501103.1	QXV84391.187	unknown	Uncharacterized_protein
1732	MZ501103.1_prot_QXV84439.1_135_unknown_Pneumococcal_histidine_triad_protein_E,_truncation	MZ501103.1_prot_QXV84439.1_135_unknown_Pneumococcal_histidine_triad_protein_E,_truncation	1	MZ501103.1	QXV84439.1135	unknown	Pneumococcal_histidine_triad_protein_E,_truncation
1733	MZ501104.1_prot_QXV84466.1_6_unknown_Putative_ring_finger-containing	MZ501104.1_prot_QXV84466.1_6_unknown_Putative_ring_finger-containing	1	MZ501104.1	QXV84466.16	unknown	Putative_ring_finger-containing
1737	MZ501104.1_prot_QXV84484.1_24_unknown_Synaptosomal-associated_protein_25	MZ501104.1_prot_QXV84484.1_24_unknown_Synaptosomal-associated_protein_25	1	MZ501104.1	QXV84484.124	unknown	Synaptosomal-associated_protein_25
1738	MZ501104.1_prot_QXV84494.1_34_unknown_Transposase_IS3-IS911_family_protein	MZ501104.1_prot_QXV84494.1_34_unknown_Transposase_IS3-IS911_family_protein	1	MZ501104.1	QXV84494.134	unknown	Transposase_IS3-IS911_family_protein
1739	MZ501104.1_prot_QXV84506.1_46_unknown_Meckelin	MZ501104.1_prot_QXV84506.1_46_unknown_Meckelin	1	MZ501104.1	QXV84506.146	unknown	Meckelin
1740	MZ501104.1_prot_QXV84523.1_63_unknown_Ribosome-recycling_factor	MZ501104.1_prot_QXV84523.1_63_unknown_Ribosome-recycling_factor	1	MZ501104.1	QXV84523.163	unknown	Ribosome-recycling_factor
1741	MZ501104.1_prot_QXV84526.1_66_unknown_Putative_integrase-recombinase_HI_1572	MZ501104.1_prot_QXV84526.1_66_unknown_Putative_integrase-recombinase_HI_1572	1	MZ501104.1	QXV84526.166	unknown	Putative_integrase-recombinase_HI_1572
1742	MZ501104.1_prot_QXV84529.1_69_unknown_Os03g0413250_protein	MZ501104.1_prot_QXV84529.1_69_unknown_Os03g0413250_protein	1	MZ501104.1	QXV84529.169	unknown	Os03g0413250_protein
1743	MZ501104.1_prot_QXV84533.1_73_unknown_DUF1677_family_protein	MZ501104.1_prot_QXV84533.1_73_unknown_DUF1677_family_protein	1	MZ501104.1	QXV84533.173	unknown	DUF1677_family_protein
1744	MZ501104.1_prot_QXV84534.1_74_unknown_AT5g53310-K19E1_11	MZ501104.1_prot_QXV84534.1_74_unknown_AT5g53310-K19E1_11	1	MZ501104.1	QXV84534.174	unknown	AT5g53310-K19E1_11
1745	MZ501104.1_prot_QXV84540.1_80_unknown_Bm10038	MZ501104.1_prot_QXV84540.1_80_unknown_Bm10038	1	MZ501104.1	QXV84540.180	unknown	Bm10038
1746	MZ501104.1_prot_QXV84544.1_84_unknown_AT21490p	MZ501104.1_prot_QXV84544.1_84_unknown_AT21490p	1	MZ501104.1	QXV84544.184	unknown	AT21490p
1747	MZ501104.1_prot_QXV84549.1_89_unknown_Protein_DGCR6L	MZ501104.1_prot_QXV84549.1_89_unknown_Protein_DGCR6L	1	MZ501104.1	QXV84549.189	unknown	Protein_DGCR6L
1754	MZ501104.1_prot_QXV84551.1_91_unknown_ATP-dependent_protease_subunit_HslV	MZ501104.1_prot_QXV84551.1_91_unknown_ATP-dependent_protease_subunit_HslV	1	MZ501104.1	QXV84551.191	unknown	ATP-dependent_protease_subunit_HslV
1768	MZ501105.1_prot_QXV84606.1_50_unknown_FCP1_homology_domain-containing_protein	MZ501105.1_prot_QXV84606.1_50_unknown_FCP1_homology_domain-containing_protein	1	MZ501105.1	QXV84606.150	unknown	FCP1_homology_domain-containing_protein
1772	MZ501105.1_prot_QXV84633.1_77_unknown_Type_IV_pilin_biogenesis_transmembrane_protein	MZ501105.1_prot_QXV84633.1_77_unknown_Type_IV_pilin_biogenesis_transmembrane_protein	1	MZ501105.1	QXV84633.177	unknown	Type_IV_pilin_biogenesis_transmembrane_protein
1774	MZ501105.1_prot_QXV84642.1_86_unknown_Putative_chaperone_protein_DNAj	MZ501105.1_prot_QXV84642.1_86_unknown_Putative_chaperone_protein_DNAj	1	MZ501105.1	QXV84642.186	unknown	Putative_chaperone_protein_DNAj
1775	MZ501105.1_prot_QXV84656.1_100_unknown_Serine-arginine_repetitive_matrix_protein_2-like	MZ501105.1_prot_QXV84656.1_100_unknown_Serine-arginine_repetitive_matrix_protein_2-like	1	MZ501105.1	QXV84656.1100	unknown	Serine-arginine_repetitive_matrix_protein_2-like
1776	MZ501105.1_prot_QXV84661.1_105_unknown_BMA-PAXT-1,_isoform_b	MZ501105.1_prot_QXV84661.1_105_unknown_BMA-PAXT-1,_isoform_b	1	MZ501105.1	QXV84661.1105	unknown	BMA-PAXT-1,_isoform_b
1777	MZ501105.1_prot_QXV84665.1_109_unknown_Large_ribosomal_subunit_protein_eL20_domain-containing_protein	MZ501105.1_prot_QXV84665.1_109_unknown_Large_ribosomal_subunit_protein_eL20_domain-containing_protein	1	MZ501105.1	QXV84665.1109	unknown	Large_ribosomal_subunit_protein_eL20_domain-containing_protein
1778	MZ501105.1_prot_QXV84700.1_144_unknown_Guanylate_kinase_2	MZ501105.1_prot_QXV84700.1_144_unknown_Guanylate_kinase_2	1	MZ501105.1	QXV84700.1144	unknown	Guanylate_kinase_2
1781	MZ501105.1_prot_QXV84712.1_156_unknown_ceramide_glucosyltransferase	MZ501105.1_prot_QXV84712.1_156_unknown_ceramide_glucosyltransferase	1	MZ501105.1	QXV84712.1156	unknown	ceramide_glucosyltransferase
1787	MZ501106.1_prot_QXV84755.1_19_unknown_Pentatricopeptide_repeat-containing_protein_At5g44230	MZ501106.1_prot_QXV84755.1_19_unknown_Pentatricopeptide_repeat-containing_protein_At5g44230	1	MZ501106.1	QXV84755.119	unknown	Pentatricopeptide_repeat-containing_protein_At5g44230
1788	MZ501106.1_prot_QXV84756.1_20_unknown_Cysteine-rich_protein_3	MZ501106.1_prot_QXV84756.1_20_unknown_Cysteine-rich_protein_3	1	MZ501106.1	QXV84756.120	unknown	Cysteine-rich_protein_3
1790	MZ501106.1_prot_QXV84848.1_112_unknown_Uncharacterized_protein_YJL049W	MZ501106.1_prot_QXV84848.1_112_unknown_Uncharacterized_protein_YJL049W	1	MZ501106.1	QXV84848.1112	unknown	Uncharacterized_protein_YJL049W
1791	MZ501106.1_prot_QXV84944.1_208_unknown_Sigma_N_(Sigma_54)-dependent_regulator_of_rtcBA_expression	MZ501106.1_prot_QXV84944.1_208_unknown_Sigma_N_(Sigma_54)-dependent_regulator_of_rtcBA_expression	1	MZ501106.1	QXV84944.1208	unknown	Sigma_N_(Sigma_54)-dependent_regulator_of_rtcBA_expression
1794	MZ501059.1_prot_QXV77455.1_80_unknown_Uncharacterized_protein	MZ501059.1_prot_QXV77455.1_80_unknown_Uncharacterized_protein	1	MZ501059.1	QXV77455.180	unknown	Uncharacterized_protein
1795	MZ501059.1_prot_QXV77457.1_82_unknown_Bacteriophage_protein	MZ501059.1_prot_QXV77457.1_82_unknown_Bacteriophage_protein	1	MZ501059.1	QXV77457.182	unknown	Bacteriophage_protein
1798	MZ501060.1_prot_QXV77484.1_18_unknown_Phage_tail_assembly_protein	MZ501060.1_prot_QXV77484.1_18_unknown_Phage_tail_assembly_protein	1	MZ501060.1	QXV77484.118	unknown	Phage_tail_assembly_protein
1799	MZ501060.1_prot_QXV77511.1_45_unknown_Uncharacterized_protein	MZ501060.1_prot_QXV77511.1_45_unknown_Uncharacterized_protein	1	MZ501060.1	QXV77511.145	unknown	Uncharacterized_protein
1800	MZ501060.1_prot_QXV77518.1_52_unknown_Myosin-M_heavy_chain	MZ501060.1_prot_QXV77518.1_52_unknown_Myosin-M_heavy_chain	1	MZ501060.1	QXV77518.152	unknown	Myosin-M_heavy_chain
1801	MZ501060.1_prot_QXV77525.1_59_unknown_DNA2-NAM7_helicase_family_protein	MZ501060.1_prot_QXV77525.1_59_unknown_DNA2-NAM7_helicase_family_protein	1	MZ501060.1	QXV77525.159	unknown	DNA2-NAM7_helicase_family_protein
1802	MZ501060.1_prot_QXV77607.1_141_unknown_Putative_tuzin	MZ501060.1_prot_QXV77607.1_141_unknown_Putative_tuzin	1	MZ501060.1	QXV77607.1141	unknown	Putative_tuzin
1803	MZ501060.1_prot_QXV77635.1_169_unknown_S-acyltransferase	MZ501060.1_prot_QXV77635.1_169_unknown_S-acyltransferase	1	MZ501060.1	QXV77635.1169	unknown	S-acyltransferase
1804	MZ501060.1_prot_QXV77661.1_195_unknown_Uncharacterized_protein_YDR194W-A	MZ501060.1_prot_QXV77661.1_195_unknown_Uncharacterized_protein_YDR194W-A	1	MZ501060.1	QXV77661.1195	unknown	Uncharacterized_protein_YDR194W-A
1805	MZ501061.1_prot_QXV77745.1_51_unknown_Polymerase_nucleotidyl_transferase_domain-containing_protein	MZ501061.1_prot_QXV77745.1_51_unknown_Polymerase_nucleotidyl_transferase_domain-containing_protein	1	MZ501061.1	QXV77745.151	unknown	Polymerase_nucleotidyl_transferase_domain-containing_protein
1808	MZ501061.1_prot_QXV77812.1_118_unknown_Acetylserotonin_methytransferase-like_protein	MZ501061.1_prot_QXV77812.1_118_unknown_Acetylserotonin_methytransferase-like_protein	1	MZ501061.1	QXV77812.1118	unknown	Acetylserotonin_methytransferase-like_protein
1809	MZ501061.1_prot_QXV77813.1_119_unknown_DUF1797_domain-containing_protein	MZ501061.1_prot_QXV77813.1_119_unknown_DUF1797_domain-containing_protein	1	MZ501061.1	QXV77813.1119	unknown	DUF1797_domain-containing_protein
1810	MZ501061.1_prot_QXV77893.1_199_unknown_Uncharacterized_protein_MJ1082	MZ501061.1_prot_QXV77893.1_199_unknown_Uncharacterized_protein_MJ1082	1	MZ501061.1	QXV77893.1199	unknown	Uncharacterized_protein_MJ1082
1812	MZ501062.1_prot_QXV77972.1_70_unknown_DNA_adenine_methyltransferase_YhdJ	MZ501062.1_prot_QXV77972.1_70_unknown_DNA_adenine_methyltransferase_YhdJ	1	MZ501062.1	QXV77972.170	unknown	DNA_adenine_methyltransferase_YhdJ
1813	MZ501062.1_prot_QXV78024.1_122_unknown_Translation_elongation_factor_P-YeiP_central_domain-containing_protein	MZ501062.1_prot_QXV78024.1_122_unknown_Translation_elongation_factor_P-YeiP_central_domain-containing_protein	1	MZ501062.1	QXV78024.1122	unknown	Translation_elongation_factor_P-YeiP_central_domain-containing_protein
